Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
/gpfs/accounts/robosub_team_root/robosub_team/bdmanley/modelcompression-2019/venv/lib64/python3.6/site-packages/sklearn/externals/joblib/externals/cloudpickle/cloudpickle.py:47: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Loading dataloaders..
      Image      Total          P          R        mAP
     1/2   6817/7328     0.111     0.127     0.874     0.114      1.23        88      1.08
     1/2   6818/7328     0.111     0.127     0.874     0.114      1.23        89     0.886
     1/2   6819/7328     0.111     0.127     0.874     0.114      1.23        80     0.945
     1/2   6820/7328     0.111     0.127     0.874     0.114      1.23       180      1.01
     1/2   6821/7328     0.111     0.127     0.874     0.114      1.23       126     0.937
     1/2   6822/7328     0.111     0.127     0.874     0.114      1.23        74     0.963
     1/2   6823/7328     0.111     0.127     0.874     0.114      1.23       107     0.944
     1/2   6824/7328     0.111     0.127     0.874     0.114      1.23        80     0.977
     1/2   6825/7328     0.111     0.127     0.874     0.114      1.23       120     0.956
     1/2   6826/7328     0.111     0.127     0.874     0.114      1.23       126     0.907
     1/2   6827/7328     0.111     0.127     0.874     0.114      1.23        99     0.998
     1/2   6828/7328     0.111     0.127     0.874     0.114      1.23       118      1.07
     1/2   6829/7328     0.111     0.127     0.874     0.114      1.23       164      1.03
     1/2   6830/7328     0.111     0.127     0.874     0.114      1.23       105      0.99
     1/2   6831/7328     0.111     0.127     0.874     0.114      1.23       105     0.979
     1/2   6832/7328     0.111     0.127     0.874     0.114      1.23       129     0.906
     1/2   6833/7328     0.111     0.127     0.874     0.114      1.23       151     0.958
     1/2   6834/7328     0.111     0.127     0.874     0.114      1.23       120     0.964
     1/2   6835/7328     0.111     0.127     0.874     0.114      1.23       114      1.09
     1/2   6836/7328     0.111     0.127     0.874     0.114      1.23       104      1.04
     1/2   6837/7328     0.111     0.127     0.874     0.114      1.23        88      1.13
     1/2   6838/7328     0.111     0.127     0.874     0.114      1.23        78     0.976
     1/2   6839/7328     0.111     0.127     0.874     0.114      1.23       152      1.01
     1/2   6840/7328     0.111     0.127     0.874     0.114      1.23       109     0.995
     1/2   6841/7328     0.111     0.127     0.874     0.114      1.23        95     0.943
     1/2   6842/7328     0.111     0.127     0.874     0.114      1.23        95     0.998
     1/2   6843/7328     0.111     0.127     0.874     0.114      1.23       155     0.977
     1/2   6844/7328     0.111     0.127     0.874     0.114      1.23       146      1.03
     1/2   6845/7328     0.111     0.127     0.874     0.114      1.23       116     0.882
     1/2   6846/7328     0.111     0.127     0.874     0.114      1.23       120      1.08
     1/2   6847/7328     0.111     0.127     0.874     0.114      1.23        58     0.944
     1/2   6848/7328     0.111     0.127     0.874     0.113      1.23        90     0.965
     1/2   6849/7328     0.111     0.127     0.874     0.113      1.23       102      1.07
     1/2   6850/7328     0.111     0.127     0.874     0.114      1.23       194      1.01
     1/2   6851/7328     0.111     0.127     0.874     0.113      1.23       170      1.01
     1/2   6852/7328     0.111     0.127     0.874     0.113      1.23        61     0.899
     1/2   6853/7328     0.111     0.127     0.874     0.114      1.23       128      1.12
     1/2   6854/7328     0.111     0.127     0.874     0.113      1.23        76     0.911
     1/2   6855/7328     0.111     0.127     0.874     0.114      1.23       134     0.964
     1/2   6856/7328     0.111     0.127     0.874     0.113      1.23       120     0.973
     1/2   6857/7328     0.111     0.127     0.874     0.114      1.23       112     0.988
     1/2   6858/7328     0.111     0.127     0.874     0.114      1.23       224      1.01
     1/2   6859/7328     0.111     0.127     0.874     0.114      1.23       169      1.05
     1/2   6860/7328     0.111     0.127     0.874     0.114      1.23       117      1.04
     1/2   6861/7328     0.111     0.127     0.874     0.114      1.23       144     0.977
     1/2   6862/7328     0.111     0.127     0.874     0.114      1.23        80      1.04
     1/2   6863/7328     0.111     0.127     0.874     0.114      1.23       110      0.91
     1/2   6864/7328     0.111     0.127     0.874     0.114      1.23        59     0.992
     1/2   6865/7328     0.111     0.127     0.874     0.114      1.23       101      1.03
     1/2   6866/7328     0.111     0.127     0.873     0.114      1.23       112     0.988
     1/2   6867/7328     0.111     0.127     0.873     0.114      1.23       120      0.96
     1/2   6868/7328     0.111     0.127     0.873     0.113      1.23       157      1.01
     1/2   6869/7328     0.111     0.127     0.873     0.113      1.23        67     0.996
     1/2   6870/7328     0.111     0.127     0.873     0.113      1.23       108       1.1
     1/2   6871/7328     0.111     0.127     0.873     0.113      1.23       174      1.04
     1/2   6872/7328     0.111     0.127     0.873     0.113      1.23        85     0.939
     1/2   6873/7328     0.111     0.127     0.873     0.113      1.23       113      1.13
     1/2   6874/7328     0.111     0.127     0.873     0.113      1.23        77     0.993
     1/2   6875/7328     0.111     0.127     0.873     0.113      1.23       103     0.995
     1/2   6876/7328     0.111     0.127     0.873     0.113      1.23       108      1.04
     1/2   6877/7328     0.111     0.127     0.873     0.113      1.23       162     0.942
     1/2   6878/7328     0.111     0.127     0.873     0.113      1.23       134     0.959
     1/2   6879/7328     0.111     0.127     0.873     0.113      1.23       115     0.958
     1/2   6880/7328     0.111     0.127     0.873     0.113      1.23       114     0.888
     1/2   6881/7328     0.111     0.127     0.873     0.113      1.23       164     0.983
     1/2   6882/7328     0.111     0.127     0.873     0.113      1.23       159      1.03
     1/2   6883/7328     0.111     0.127     0.873     0.113      1.23       115      1.05
     1/2   6884/7328     0.111     0.127     0.873     0.113      1.23       143      1.04
     1/2   6885/7328     0.111     0.127     0.873     0.113      1.23        92      1.05
     1/2   6886/7328     0.111     0.127     0.873     0.113      1.23       117      1.02
     1/2   6887/7328     0.111     0.127     0.873     0.113      1.23       178      1.04
     1/2   6888/7328     0.111     0.127     0.873     0.113      1.23       135     0.979
     1/2   6889/7328     0.111     0.127     0.873     0.113      1.23       127      1.12
     1/2   6890/7328     0.111     0.127     0.873     0.113      1.23        99      1.05
     1/2   6891/7328     0.111     0.127     0.873     0.113      1.23       127     0.937
     1/2   6892/7328     0.111     0.127     0.873     0.113      1.23       137     0.959
     1/2   6893/7328     0.111     0.127     0.873     0.114      1.23       129      1.01
     1/2   6894/7328     0.111     0.127     0.873     0.114      1.23       125      0.88
     1/2   6895/7328     0.111     0.127     0.873     0.113      1.23        82      1.04
     1/2   6896/7328     0.111     0.127     0.873     0.113      1.23       101      1.03
     1/2   6897/7328     0.111     0.127     0.873     0.113      1.23        89      1.01
     1/2   6898/7328     0.111     0.127     0.873     0.113      1.23       159      1.04
     1/2   6899/7328     0.111     0.127     0.873     0.113      1.23       107     0.886
     1/2   6900/7328     0.111     0.127     0.873     0.113      1.23       133     0.968
     1/2   6901/7328     0.111     0.127     0.873     0.113      1.23       119     0.979
     1/2   6902/7328     0.111     0.127     0.873     0.113      1.23       129     0.983
     1/2   6903/7328     0.111     0.127     0.873     0.113      1.23       117      1.01
     1/2   6904/7328     0.111     0.127     0.873     0.113      1.23        91      1.02
     1/2   6905/7328     0.111     0.127     0.873     0.113      1.23       118     0.993
     1/2   6906/7328     0.111     0.127     0.873     0.113      1.23       194      1.02
     1/2   6907/7328     0.111     0.127     0.873     0.113      1.23       110      1.03
     1/2   6908/7328     0.111     0.127     0.873     0.113      1.23       165     0.902
     1/2   6909/7328     0.111     0.127     0.873     0.113      1.23       188     0.948
     1/2   6910/7328     0.111     0.127     0.873     0.113      1.23       101      1.11
     1/2   6911/7328     0.111     0.127     0.873     0.113      1.23        73     0.938
     1/2   6912/7328     0.111     0.127     0.873     0.113      1.23       138         1
     1/2   6913/7328     0.111     0.127     0.873     0.113      1.23       187     0.941
     1/2   6914/7328     0.111     0.127     0.873     0.113      1.23       122     0.927
     1/2   6915/7328     0.111     0.127     0.873     0.113      1.23        84     0.908
     1/2   6916/7328     0.111     0.127     0.873     0.113      1.23       170     0.938
     1/2   6917/7328     0.111     0.127     0.873     0.113      1.23       111     0.989
     1/2   6918/7328     0.111     0.127     0.873     0.113      1.23        98      1.12
     1/2   6919/7328     0.111     0.127     0.873     0.113      1.23        55      0.99
     1/2   6920/7328     0.111     0.127     0.873     0.113      1.23        87     0.882
     1/2   6921/7328     0.111     0.127     0.873     0.113      1.23       114     0.918
     1/2   6922/7328     0.111     0.127     0.873     0.113      1.23        94     0.983
     1/2   6923/7328     0.111     0.127     0.873     0.113      1.23        70     0.902
     1/2   6924/7328     0.111     0.127     0.873     0.113      1.23        80     0.894
     1/2   6925/7328     0.111     0.127     0.873     0.113      1.23       134      1.06
     1/2   6926/7328     0.111     0.127     0.873     0.113      1.23        90      1.16
     1/2   6927/7328     0.111     0.127     0.873     0.113      1.23       171     0.957
     1/2   6928/7328     0.111     0.127     0.873     0.113      1.23       108      1.02
     1/2   6929/7328     0.111     0.127     0.873     0.113      1.23       103      0.99
     1/2   6930/7328     0.111     0.127     0.873     0.113      1.23       115     0.915
     1/2   6931/7328     0.111     0.127     0.873     0.113      1.23        88       1.1
     1/2   6932/7328     0.111     0.127     0.873     0.113      1.23       135     0.962
     1/2   6933/7328     0.111     0.127     0.873     0.113      1.23        85      1.08
     1/2   6934/7328     0.111     0.127     0.873     0.113      1.23       103     0.876
     1/2   6935/7328     0.111     0.127     0.873     0.113      1.22        76      1.01
     1/2   6936/7328     0.111     0.127     0.873     0.113      1.22       110      1.06
     1/2   6937/7328     0.111     0.127     0.873     0.113      1.22       121     0.983
     1/2   6938/7328     0.111     0.127     0.873     0.113      1.22        85     0.954
